LEI;LegalName;BusinessRegisterEntityID
48510000O3QXQHC85334;KPM Motor trgovina z vozili d.o.o.;6835210000
485100008WXQOOP8X141;S.C. SOCEP S.A. CONSTANTA;J13/643/1991
48510000REARCEGXY393;TRADE-COMMERCE zunanjetrgovinska in trgovska d.o.o. Ljubljana;5328926000
48510000QL2BXXG4LY40;OÜ Sadela Agromajand;10802278
48510000ZFIGGSY06408;Publikum, družba za investicije, d.d.;5539480000
48510000VJXA8UFZUO46;КАНДИДАТ . БГ (KANDIDAT .BG LTD);201608840
48510000RD8X3DOIIY44;PUBLIKUM TREZOR d.o.o.;1198815000
48510000RWZZCZZUNQ13;PUBLIKUM FIN terminsko trgovanje d.o.o.;5878837000
48510000T8MIIOTLLB20;ISIS umetnost, inženiring d.o.o.;5447569000
48510000WM4Q7VQQKB51;PUBLIKUM HOLDING, upravljanje družb d.o.o.;1613529000
48510000LU9QWWUSWH86;DCC-A, poslovno svetovanje, d.o.o.;1963422000
48510000GWMQ601B3934;Publikum PDU, družba za naložbe, d.o.o.;5858089000
48510000LVCN935RRZ88;LUCRATOR d.o.o., družba za poslovno svetovanje;2260603000
48510000N7K958NP2I90;RECI-TEH, trgovina, posredništvo in storitve, d.o.o.;7072368000
48510000FD1QIS8R4B07;SLOMETAL Trgovina in posredovanje d.o.o.;3660087000
48510000ET7IFO97LA50;EKWB, podjetje za razvoj in proizvodnjo izdelkov za vodno hlajenje računalnikov d.o.o.;3358151000
48510000LGLAXACMZK24;Scanrapid Eesti Osaühing;10652755
48510000HNS44PAG9R38;MCM MAXIMUS CAPITAL MANAGEMENT LIMITED;HE 232502
4851000008JBI71L7643;EfTEN Real Estate Fund III AS;12864036
485100005010IA49MM95;OMXCAPITAL OÜ;14032914
48510000WWWX1WAA6V03;OÜ Pärnu Log Homes;11891723
3789001900ED06F65111;Eskom Holdings Soc Ltd;2002/015527/30
37890017F571C426B158;Allianz Global Corporate&Specialty South Africa Limited;1961/000150/06
378900F4A0A690EA6735;Strate (Pty) Ltd;1998/022242/07
378900E0A78B7549C212;MMI Group Limited;1904/002186/06
3789003B09518D230838;Momentum Asset Management (Pty) Ltd;1987/004655/07
378900D8FF3CB62E0754;RussellStone International (Pty) Ltd;2001/023483/07
378900894EBAC0C0B056;Oakhaven Capital (Pty) Ltd.;2011/002918/07
378900A1CA88DE77E577;Regarding Capital Management (Pty) Ltd;2004/007733/07
378900EA1790266C9F98;NOAH CAPITAL MARKETS (PTY) LTD;1998/022225/07
378900AA9266C74EBC45;Matrix Fund Managers (Pty) Ltd;2007/028504/07
37890057540310BFE159;Sanlam Investment Management Proprietary Limited;1967/011973/07
378900C2C18499A7B072;Sygnia Collective Investments (RF) Proprietary Limited;2009/003063/07
378900E7FE477E3ACA22;Sygnia Life Limited;2000/022679/06
3789003BDB73D4DD8E83;Hovah(Pty)Ltd;2016/277093/07
3789006B85C25EB55C81;X-CHEQUER FUND MANAGEMENT (PTY) LTD;2006/025637/07
378900CC7E71EBBB0745;Independent Alternatives Investment Managers;2015/267783/07
3789002FA9CEF781D411;36ONE Asset Management Proprietary Limited;2004/035570/07
378900D7F367687B8098;Hannover Reinsurance Group Africa Proprietary Limited;1980/008079/07
378900E2931F95685C74;Lireas Holdings Proprietary Limited;1972/003346/07
3789000CECBCDF489585;Masedi Business Solutions;2016/299417/07
3789000551D28175C238;Clarendon Transport Underwriting Managers Proprietary Limited;1988/004921/07
3789002C517D644F2451;Thatch Risk Acceptances Proprietary Limited;1998/007509/07
37890065FECD58564295;Peace Parks Foundation NPC;1997/004896/08
37890087DF6EA8199022;Synergy Targeted Risk Solutions (Pty) Ltd;2006/013982/07
378900B6E7A3C24F9A31;Sum Holdings (Pty) Ltd;2006/035407/07
3789004DED37CE75BC45;Imperial Group Limited;1983/009088/06
378900884E9689259A35;MUA Insurance Acceptances (Pty) Ltd;2008/011925/07
37890052DCF02DC9B116;Clarenfin Proprietary Limited;2000/028315/07
37890091B4EC46A73958;Transit Underwriting Managers (Pty) Ltd;2004/018469/07
378900B5CDA8AD466115;Film&Entertainment Underwriters SA (Pty) Ltd;2009/024032/07
378900E10DCB23AB3431;Garagesure Consultants and Acceptances (Pty) Ltd;2000/018704/07
378900617FFAFF2DD945;Commercial and Industrial Acceptances (Pty) Limited;2000/019340/07
378900BC110565D6BD93;Nitrogen Fund Managers (Pty) Ltd;1998/018686/07
37890009AA06E5687658;Hospitality Industrial and Commercial Underwriting Managers Proprietary Limited;1998/003265/07
3789007C6EE73FD3F038;Landmark Underwriting Agency (Pty) Ltd;2000/019328/07
378900817A06339CFE36;Compass Insurance Company Limited;1994/003010/06
37890037E6BA01159F19;REAL PEOPLE INVESTMENT HOLDINGS;1999/020093/06
378900561F1A01DD7536;PEREGRINE CAPITAL (PROPRIETARY) LIMITED;1998/004238/07
378900DADFA0DD630792;Alexander Forbes Investments Limited;1997/000595/06
3789000AAE17D6171959;FIREDART ENGINEERING UNDERWRITING MANAGERS PROPRIETARY LIMITED;2008/009480/07
378900174EED43F10E74;Envirosure Underwriting Managers (Pty) Ltd;2007/022622/07
3789003AEE530AE11F87;MDIO Software (Pty) Ltd;2012/000429/07
3789005B1305F23B0C30;Praesidium Capital Management (Proprietary) Limited;2003/012046/07
3789002E0312089DD253;Laurium Capital (Pty) Ltd;2007/026029/07
378900998A227AE45795;Matogen Corporate Web Development (Pty) Ltd;2007/000893/07
378900FE9A08E5CF4540;Vela Taxi Finance Proprietary Limited;2014/067633/07
37890019918FA433B569;Renaissance Wealth Management (Pty) Ltd;2000/003535/07
3789007256AC1C32BC66;Avior Capital Markets Holdings Limited;2015/086358/06
3789005B3DE4B33A4B13;SANLAM PRIVATE WEALTH (PTY) LTD;2000/023234/07
378900876F2C9BF22698;Avior Capital Markets (Pty) Ltd;2007/017236/07
378900C4C48CAADB0548;Discovery Life Limited;1966/003901/06
378900AA119E5E041179;Land and Agricultural Development Bank;Land and Agricultural Development Bank Act, No 15 of 2002
378900F2C373DEE43010;Renaissance Equity (Pty) Ltd;2013/172267/07
3789008D34CFD4097184;Lynx Fund Managers (Pty) Ltd;2005/033475/07
37890050FC0B5522EB20;Kropz Elandsfontein (Pty) Ltd;2010/006791/07
3789008083AF09B56258;Cohesive Capital (Pty) Ltd;2009/008088/07
39120001K0KYY5VP6G59;KREATIVE MEDIENINNOVATIONS Verwaltungs-GmbH;HRB 21277
391200011C7AMSIKQR36;Stadtwerke Bad Bramstedt GmbH;HRB 1769
39120001PGO6HKWLEH72;Wiha Werkzeuge GmbH;HRB 602677
39120001FLLR4VLFFC09;Bürgerwindpark Bordelum II GmbH u.Co KG;HRA 6462
39120001YDW1LVKZCF11;ESCHA GmbH&CO.KG;HRA 5103
39120001Z8BMVA9U1U26;CHORUS SOLAR TERNAVASSO UNO SRL;Registro delle Imprese 208345
39120001Z9GOWMYW0G54;CHORUS SOLAR TERNAVASSO DUE SRL;Registro delle Imprese 208347
39120001CK4NXMUXLH16;CHORUS CleanTech GmbH&Co. Solarpark Vilseck KG;HRA 97903
39120001NUMDHGMNOW67;SAN MARTINO SRL;Registro delle Imprese 202727
39120001I4DLSGVIED33;CHORUS CleanTech GmbH&Co. Solarpark Richelbach KG;HRA 97906
39120001P89AEAGP4C03;La Source Life GmbH&Co. KG;HRA 98501
39120001IO1IEBNJB658;CHORUS CleanTech GmbH&Co. Solarpark Bockelwitz KG;HRA 96320
39120001HYGHWK3CZU03;COLLECCHIO ENERGY SRL;Registro delle Imprese 202725
391200014QLC3E6FR793;LUX ENERGY SRL;Registro delle Imprese 202726
39120001NF562CTWEG70;ENERGIA&SVILUPPO SRL;Registro delle Imprese 202723
39120001EGCEJ4SC1X47;SRH Wald-Klinikum Gera GmbH;HRB 207368
39120001GBUWIUYPA457;OWN Trade GmbH;HRB 13510
39120001E3MSCTTXLZ22;Kasseler Druckerei und Färberei AG;HRB 2085
39120001P1CVJZ0JI424;Bewital agri GmbH&Co. KG;HRA 3103
39120001UOZAACGU4D73;igefa Dresden GmbH&Co. KG;HRA 396
39120001TGXVTBXPVL43;Wölflein GmbH&Co Vermögensverwaltungs KG;HRA 4288
39120001F3IGVSQYOC52;Industrie-Kontor GmbH;HRB 362285
39120001YP8L8ITD1P85;Albatrans GmbH;HRB 40268
391200011MR2KPMKTD13;Wild Bunch AG;HRB 68059
3912000104YCNLYAUU20;Sirocco GmbH;HRB 1276
39120001CUZW5PM1IG98;W. Gröning GmbH&Co. KG;HRA 2955
39120001LXSIR5XDMS66;cool it Isoliersysteme GmbH;HRB 15267
39120001P5NILW93YN43;C.&E. Fein GmbH;HRB 702155
391200017A37AXGNHS29;Otto Wulff Immobilien GmbH;HRB 111190
39120001QDL61KJDKT09;Goldbeck GmbH;HRB 7815
39120001NDTUX1HWWX53;Bock 1 GmbH&Co. KG;HRA 11240
39120001GWZMDQEAHG34;GMC-Instruments GmbH;HRB 27708
39120001BVK0JYORZM25;Frey Ingenieur Gesellschaft mbH;HRB 7348
39120001OZZ88DEJJO57;Elektro Stoll Schweiz GmbH;Handelsregister CHE-112.500.770
391200014VAJFNSQL165;EUROTUBE GmbH;HRB 13679
39120001G71OSHGNZ033;Testo SE&Co. KGaA;HRB 715057
39120001VR15SYIJ0411;Magdeburger Förderanlagen und Baumaschinen GmbH;HRB 100127
39120001J6RSD6EBAU55;Sechste Mattentwiete 8 Schifffahrtsgesellschaft mbH&Co. KG;HRA 109860
39120001LJ7GIRKQLY84;"MS ""Diana Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 110351
39120001ALJSDBNAPP92;"MS ""Helen Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 104996
39120001CBQD4U1YWO81;"MS ""Lilly Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 104997
39120001OZGSFZWRZ039;"MS ""Louisa Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 107935
39120001GKEKLIZEPT97;Ewikon Heißkanalsysteme GmbH;HRB 5677
391200012YIG4TXLU167;Schlosspark-Klinik GmbH;HRB 121178
39120001H3IVNGVGWM93;Allfood Lebensmittel-Handels-Gesellschaft mbH;HRB 74751
39120001CTHH3GJSF839;SOFHA GmbH Gesellschaft für Soft- und Hardware;HRB 19205
39120001VRRX9EXNLN09;EXPLORER Fernreisen GmbH&Co. KG;HRA 17674
39120001RSU251ZSLZ30;Weser-Metall GmbH;HRB 100366
39120001QDJKVYXZKG15;CANUSA Touristik GmbH&Co. KG;HRA 90203
39120001WUPZBUSDNT93;RECYLEX GmbH;HRB 2697
39120001KQRWX38NNJ75;886 GmbH;HRB 100991
391200011ZNBCKZZPJ31;Industrial Computer Source (Deutschland) GmbH;HRB 40375
39120001XRVQBNLHC944;Schöck Bauteile GmbH;HRB 200316
39120001XQADH90LVC60;Gerhard Hahn GmbH;HRB 16320
39120001GNWHMQJVHS22;GSM 4 ALL AG;HRB 150267
39120001KK4IQVAP7048;Müller Bau GmbH&Co. KG;HRA 3976
39120001S0YSBWIACR51;GUTMANN AG;HRB 3621
39120001JGCNJMRFGV23;Akkumulatorenfabrik Moll GmbH&Co.KG;HRA 1118
39120001V4WOXNCXSS09;"Weißenfelser Draht-Ketten-Nagel GmbH "" DRAKENA""";HRB 200455
39120001ZFRES3N1X091;Viega Holding GmbH&Co. KG;HRA 7404
39120001DLGAO8EALD47;HADI Handelsgesellschaft für Gartenbaubedarf mbH;HRB 110289
39120001IWNIWKSDR185;O.Z. TRANS GmbH;HRB 167272
39120001PPD5OT1IHB54;Vorwerk&Co. vier GmbH;HRB 18900
39120001CYF5JDYBME64;Intermeet Fashion Administrations- und Import GmbH;HRB 67054
39120001NFOUTHT0V266;J.F. Hillebrand Group AG;HRB 7760
39120001NXX1PTAL7X67;J.F. Hillebrand Deutschland GmbH;HRB 4979
39120001YPXVWHJ0YX52;Faber-Castell Aktiengesellschaft;HRB 8213
391200019G83SH5J4760;Heinz Berger Maschinenfabrik GmbH&Co. KG;HRA 13527
39120001IJ6DL4GLMT79;Dieckers GmbH&Co KG;HRA 4204
39120001Y6JMOY0UBN50;Yusen Logistics (Deutschland) GmbH;HRB 66173
39120001XXGHSQWY0E67;Fujitsu Electronics Europe GmbH;HRB 32725
39120001CCY26U4QBU44;Paul Craemer GmbH;HRB 5557
3912000155Q9QCJTMI81;SPECS Surface Nano Analysis GmbH;HRB 21390
39120001UZLQPHN88984;Focke&Co. (GmbH&Co. KG);HRA 120955
39120001VMK3CA5KYR74;H.-H. Focke GmbH&Co. Kommanditgesellschaft für Maschinenbau;HRA 17521
39120001CS3QRMFZX743;Schöck Aktiengesellschaft;HRB 201493
39120001CSDYKXWXDR96;Eckerle KG;HRA 77562
39120001E1XQNSJQKM73;MW Hirmer GmbH&Co. KG;HRA 77563
391200012MVDXKV67X57;TECNO-PLAST Industrietechnik GmbH;HRB 22885
39120001RZLY6FECAN27;Auto Freydank GmbH&Co KG;HRA 16017
39120001TMR3PKHCMW62;Fotovoltaico Miggianello s.a.s. di dean;Handelsregister LE - 0282356
39120001NS9LMYSJI476;Fotovoltaico Scorrano 1 s.a.s. di dean;Handelsregister LE - 282363
39120001MKQBYG8CJY40;Fotovoltaico Scorrano 2 s.a.s. di dean;Handelsregister LE - 282362
39120001TMSWJEGPB912;Miles GmbH;HRB 3850
39120001JDGMQ1R2E934;DTS Systemoberflächen GmbH;HRB 12804
39120001FBGF8VLXUY04;PPM Pure Metals GmbH;HRB 6090
39120001X2X8LEKFGX48;Kleine Wolke Textilgesellschaft mbH&Co. KG;HRA 10522
39120001H9ISN2IFJB20;Craemer UK Limited;BA0025
39120001J1FIFWTTCZ98;Grolman Beteiligungs-GmbH;HRB 9576
39120001AUKZ6AELET96;Fagus GmbH;HRB 1689
391200016FDLITG3WX83;Buchler GmbH;HRB 9223
391200017B00HFTSG797;WISTRA GmbH Cargo Control;HRB HRB 3219
391200014ESYGVFZPZ15;Gustav Grolman GmbH&Co. Kommanditgesellschaft;HRA 5109
39120001B7XXIJ3AAN73;Biedermann Technologies GmbH&Co. KG;HRA 702032
39120001D1YP4YILA617;Lucas-Nülle GmbH;HRB 41779
39120001JHY8X0J8EJ95;Biedermann Motech GmbH&Co. KG;HRA 701558
39120001HAFOQIO59P84;Black Forest One GmbH&Co. KG;HRA 700391
3912000116TL8ONKEE62;Biedermann Beteiligungs- und Verwaltungs GmbH&Co. KG;HRA 602549
39120001SW5L4MINEO15;Bruno Bock Chemische Fabrik GmbH&Co. Kommanditgesellschaft;HRA 110229
391200010KBHIUCJQE78;Comsoft GmbH;HRB 102488
39120001NGICJPHVVZ26;Lenox Handels- und Speditionsgesellschaft mbH.&Co. KG;HRA 63338
39120001MUU1OL2JNA59;Hartmann Holding GmbH;HRB 282245
39120001D1CMERNZKM81;Maschinenfabrik J.A.Becker&Söhne Neckarsulm GmbH.&Co.KG.;HRA 101076
391200013E3CSFJWWN55;Franckh-Kosmos Verlags-GmbH&Co.KG;HRA 519
39120001FBZX6IC0J096;Raiffeisen-Warengenossenschaft Niedersachsen Mitte eG;GnR 20110
391200010LC734ZCVE57;EKOTEC-Industrietechnik GmbH;HRB 17070
39120001IRQCASNBMJ81;KATIMPEX Einfuhr- und Handelsgesellschaft mit beschränkter Haftung&Co.;HRA 41323
39120001WH7UKJIMRH81;Landbau Demmin AG;HRB 2982
39120001OMNIPWAS1K73;Creditreform BerlinBrandenburg Wolfram KG;HRA 15590
39120001V3MFOP0ND794;Ekostar GmbH;HRB 17053
39120001BITRJL24WN64;KARL WEISS Technologies GmbH;HRB 125034
39120001KBY1WRKXEW60;KARL STORZ ENDOSCOPIA LATINO AMERICA, INC.;BA0058
39120001I7UGKHL1N389;KARL STORZ ENDOSCOPY JAPAN K.K.;Company Limited 0100-01-001726
391200013GXALPN1NJ97;amedes Holding GmbH;HRB 139303
391200019PJLCBCAHC23;Brandenburgische Medienbeteiligungs-GmbH;HRB 50224
39120001AKO0XDC0OU61;Verlagsgesellschaft Madsack GmbH&Co. KG;HRA 23210
39120001RP0K8YESFU55;Secur Grundstücksgesellschaft Wandsbeker Zollstraße mbH;HRB 201903
391200011DRTSIDV2N62;Secur Grundstücksgesellschaft Podbielskistraße mbH;HRB 201973
39120001G59JT0SVBE80;BENEDICTA INTERNATIONAL TRADING GMBH;HRB 106361
39120001WO2DIIK0RF97;Vinnemeier Textil- und Schuhimport GmbH;HRB 6323
39120001XC69NWDF1K95;M + R Multitronik GmbH;HRB 3314
39120001QD3U7W9CIF46;Burg-Wächter KG;HRA 3901
39120001JXLWHZ4VSQ58;W. Jaeniche e. K.;HRA 370202
39120001VOY0DEYO9V85;Lüning Ladenbau Gesellschaft mit beschränkter Haftung;HRB 5636
39120001KAKN9QD31G35;Hübner Vermögensverwaltung GmbH&Co. KG;HRA 30026
39120001TRQTQ01LPP57;aap Implantate AG;HRB 64083
39120001DWT89993TA70;Autobahn Tank&Rast GmbH;HRB 13473
39120001SHN7QOEW7X22;Hartmann-exact KG;HRA 728805
39120001H1WHY7EIV187;Kreisverwaltung Offenbach;BA0013
39120001K0KYY5VP6G39;KREATIVE MEDIENINNOVATIONS Verwaltungs-GmbH;HRB 21277
391200011C7AMSIKQR62;Stadtwerke Bad Bramstedt GmbH;HRB 1769
39120001PGO6HKWLEH26;Wiha Werkzeuge GmbH;HRB 602677
39120001FLLR4VLFFC89;Bürgerwindpark Bordelum II GmbH u.Co KG;HRA 6462
39120001YDW1LVKZCF87;ESCHA Bauelemente GmbH;HRB 4173
39120001Z8BMVA9U1U72;CHORUS SOLAR TOSCANA 5. SRL&C. TERNAVASSO UNO SAS;Registro delle Imprese 208345
39120001Z9GOWMYW0G44;CHORUS SOLAR TOSCANA 5. SRL&C. TERNAVASSO DUE SAS;Registro delle Imprese 208347
39120001CK4NXMUXLH82;CHORUS CleanTech GmbH&Co. Solarpark Vilseck KG;HRA 97903
39120001NUMDHGMNOW31;SAN MARTINO ENERGY DI CHORUS SOLAR 5. SRL&CO . SAS;Registro delle Imprese 202727
39120001I4DLSGVIED65;CHORUS CleanTech GmbH&Co. Solarpark Richelbach KG;HRA 97906
39120001P89AEAGP4C95;CHORUS CleanTech PP Life GmbH&Co. 8. KG;HRA 98501
39120001IO1IEBNJB640;CHORUS CleanTech GmbH&Co. Solarpark Bockelwitz KG;HRA 96320
39120001HYGHWK3CZU95;COLLECCHIO ENERGY DI CHORUS SOLAR 5. SRL&CO . SAS;Registro delle Imprese 202725
391200014QLC3E6FR705;LUX ENERGY DI CHORUS SOLAR 5. SRL&CO . SAS;Registro delle Imprese 202726
39120001NF562CTWEG28;ENERGIA&SVILUPPO DI CHORUS SOLAR 5. SRL&CO . SAS;Registro delle Imprese 202723
39120001EGCEJ4SC1X51;SRH Wald-Klinikum Gera GmbH;HRB 207368
39120001GBUWIUYPA441;OWN Trade GmbH;HRB 80034
39120001E3MSCTTXLZ76;Kasseler Druckerei und Färberei AG;HRB 2085
391200018TH43LDWZB91;Henschke GmbH Internationale Industrievertretungen;HRB 5205
39120001P1CVJZ0JI474;Bewital agri GmbH&Co. KG;HRA 3103
39120001UOZAACGU4D25;igefa Dresden GmbH&Co. KG;HRA 396
39120001TGXVTBXPVL55;Wölflein GmbH&Co Vermögensverwaltungs KG;HRA 4288
39120001F3IGVSQYOC46;Industrie-Kontor GmbH;HRB 362285
39120001YP8L8ITD1P13;Albatrans GmbH;HRB 40268
391200011MR2KPMKTD85;Senator Entertainment AG;HRB 68059
3912000104YCNLYAUU78;Sirocco GmbH;HRB 1276
39120001CUZW5PM1IG00;W. Gröning GmbH&Co. KG;HRA 2955
39120001LXSIR5XDMS32;cool it Isoliersysteme GmbH;HRB 15267
39120001P5NILW93YN55;C.&E. Fein GmbH;HRB 702155
391200017A37AXGNHS69;Otto Wulff Immobilien GmbH;HRB 111190
39120001QDL61KJDKT89;Goldbeck GmbH;HRB 7815
39120001NDTUX1HWWX45;Bock 1 GmbH&Co. KG;HRA 11240
39120001GWZMDQEAHG64;GMC-Instruments GmbH;HRB 27708
39120001BVK0JYORZM73;Frey Ingenieur Gesellschaft mbH;HRB 7348
39120001OZZ88DEJJO41;Elektro Stoll Schweiz GmbH;Handelsregister CH-020.4.031.664-0
391200014VAJFNSQL133;EUROTUBE GmbH;HRB 13679
39120001G71OSHGNZ065;Testo AG;HRB 320456
39120001VR15SYIJ0487;Magdeburger Förderanlagen und Baumaschinen GmbH;HRB 100127
39120001J6RSD6EBAU43;Sechste Mattentwiete 8 Schifffahrtsgesellschaft mbH&Co. KG;HRA 109860
39120001LJ7GIRKQLY14;"MS ""Diana Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 110351
39120001ALJSDBNAPP06;"MS ""Helen Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 104996
39120001CBQD4U1YWO17;"MS ""Lilly Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 104997
39120001OZGSFZWRZ059;"MS ""Louisa Bolten"" Schifffahrtsgesellschaft mbH&Co. KG";HRA 107935
39120001GKEKLIZEPT01;Ewikon Heißkanalsysteme GmbH;HRB 5677
391200012YIG4TXLU131;Schlosspark-Klinik GmbH;HRB 121178
39120001H3IVNGVGWM05;Allfood Lebensmittel-Handels GmbH;HRB 74751
39120001CTHH3GJSF859;SOFHA GmbH Gesellschaft für Soft- und Hardware;HRB 19205
39120001VRRX9EXNLN89;Explorer Fernreisen GmbH&Co. KG;HRA 17674
39120001RSU251ZSLZ68;Weser-Metall GmbH;HRB 100366
39120001QDJKVYXZKG83;CANUSA TOURISTIK GMBH + Co. KG;HRA 90203
39120001WUPZBUSDNT05;Recylex GmbH;HRB 2697
39120001KQRWX38NNJ23;886 AG;HRB 100991
391200011ZNBCKZZPJ67;Industrial Computer Source (Deutschland) GmbH;HRB 40375
39120001XRVQBNLHC954;Schöck Bauteile GmbH;HRB 200316
39120001XQADH90LVC38;Gerhard Hahn Pearl AG;HRB 16320
39120001GNWHMQJVHS76;GSM 4 ALL AG;HRB 150267
39120001KK4IQVAP7050;Müller Bau GmbH&Co. KG;HRA 3976
39120001S0YSBWIACR47;GUTMANN AG;HRB 3621
39120001JGCNJMRFGV75;Akkumulatorenfabrik Moll;HRA 1118
39120001V4WOXNCXSS89;"Weißenfelser Draht-Ketten-Nagel GmbH "" DRAKENA""";HRB 200455
39120001ZFRES3N1X007;Viega GmbH&Co. KG;HRA 7404
39120001DLGAO8EALD51;HADI Handelsgesellschaft für Gartenbaubedarf mbH;HRB 110289
39120001IWNIWKSDR113;O.Z. TRANS GmbH;HRB 167272
39120001PPD5OT1IHB44;Vorwerk&Co. vier GmbH;HRB 18900
39120001CYF5JDYBME34;Intermeet Fashion Administrations- und Import Gmbh;HRB 67054
39120001NFOUTHT0V232;J.F. Hillebrand Group AG;HRB 7760
39120001NXX1PTAL7X31;J.F. Hillebrand Deutschland GmbH;HRB 4979
39120001YPXVWHJ0YX46;Faber-Castell Aktiengesellschaft;HRB 8213
391200019G83SH5J4738;Heinz Berger Maschinenfabrik GmbH&Co. KG;HRA 13527
39120001IJ6DL4GLMT19;Dieckers GmbH&Co KG;HRA 4204
39120001Y6JMOY0UBN48;Yusen Logistics (Deutschland) GmbH;HRB 66173
39120001XXGHSQWY0E31;Fujitsu Semiconductor Europe GmbH;HRB 32725
39120001CCY26U4QBU54;Paul Craemer GmbH;HRB 5557
3912000155Q9QCJTMI17;SPECS Surface Nano Analysis GmbH;HRB 21390
39120001UZLQPHN88914;Focke&Co. (GmbH&Co. KG);HRA 120955
39120001VMK3CA5KYR24;H.-H. Focke GmbH&Co. Kommanditgesellschaft für Maschinenbau;HRA 17521
39120001CS3QRMFZX755;Schöck Aktiengesellschaft;HRB 201493
39120001CSDYKXWXDR02;Eckerle KG;HRA 77562
39120001E1XQNSJQKM25;MW Hirmer GmbH&Co. KG;HRA 77563
391200012MVDXKV67X41;TECNO-PLAST Industrietechnik GmbH;HRB 22885
39120001RZLY6FECAN71;Auto Freydank GmbH&Co KG;HRA 16017
39120001TMR3PKHCMW36;Fotovoltaico Miggianello s.a.s. di dean solar Puglia 1 s.r.l.;Handelsregister LE - 0282356
39120001NS9LMYSJI422;Fotovoltaico Scorrano 1 s.a.s. di dean solar Puglia 1 s.r.l.;Handelsregister LE - 282363
39120001MKQBYG8CJY58;Fotovoltaico Scorrano 2 s.a.s. di dean solar PUglia 1 s.r.l.;Handelsregister LE - 282362
39120001TMSWJEGPB986;Miles Fashion GmbH;HRB 3850
39120001JDGMQ1R2E964;DTS Systemoberflächen GmbH;HRB 12804
39120001FBGF8VLXUY94;PPM Pure Metals GmbH;HRB 6090
39120001X2X8LEKFGX50;Kleine Wolke Textilgesellschaft mbH&Co. KG;HRA 10522 HB
39120001H9ISN2IFJB78;Craemer UK Limited
39120001J1FIFWTTCZ00;Grolman Beteiligungs-GmbH;HRB 9576
39120001AUKZ6AELET02;Fagus GmbH;HRB 1689
391200016FDLITG3WX15;Buchler GmbH;HRB 9223
391200017B00HFTSG701;WISTRA GmbH Cargo Control;HRB 3219
391200014ESYGVFZPZ83;Gustav Grolman GmbH&Co. Kommanditgesellschaft;HRA 5109
39120001B7XXIJ3AAN25;Biedermann Technologies GmbH&Co. KG;HRA 702032
39120001D1YP4YILA681;Lucas-Nülle GmbH;HRB 41779
39120001JHY8X0J8EJ03;Biedermann Motech GmbH&Co. KG;HRA 701558
39120001HAFOQIO59P14;Biedermann Vermögens-Verwaltungs-GmbH&Co. KG;HRA 700391
3912000116TL8ONKEE36;Biedermann Beteiligungs- und Verwaltungs GmbH&Co. KG;HRA 602549
39120001SW5L4MINEO83;Bruno Bock Chemische Fabrik GmbH&Co. Kommanditgesellschaft;HRA 110229
391200010KBHIUCJQE20;Comsoft GmbH;HRB 102488
39120001NGICJPHVVZ72;Lenox Handels- und Speditionsgesellschaft mbH.&Co. KG;HRA 63338
39120001MUU1OL2JNA39;EHG Beteiligungs GmbH;HRB 282245
39120001D1CMERNZKM17;Maschinenfabrik J.A.Becker&Söhne Neckarsulm GmbH&Co.KG;HRA 101076
391200013E3CSFJWWN43;Franckh-Kosmos Verlags-GmbH&Co.KG;HRA 519
39120001FBZX6IC0J002;Raiffeisen-Warengenossenschaft Grafschaft Hoya eG;GnR 20110
391200010LC734ZCVE41;EKOTEC-Industrietechnik GmbH;HRB 17070
39120001IRQCASNBMJ17;KATIMPEX Einfuhr- und Handelsgesellschaft mbH&Co.;HRA 41323
39120001WH7UKJIMRH17;Landbau Demmin AG;HRB 2982
39120001OMNIPWAS1K25;Creditreform Berlin Wolfram KG;HRA 15590
39120001V3MFOP0ND704;Ekostar GmbH;HRB 17053
39120001BITRJL24WN34;KARL WEISS Technologies GmbH;HRB 125034
39120001KBY1WRKXEW38;KARL STORZ ENDOSCOPIA LATINO AMERICA, INC.
39120001I7UGKHL1N309;KARL STORZ ENDOSCOPY JAPAN K.K.
391200013GXALPN1NJ01;amedes Holding AG;HRB 124040
391200019PJLCBCAHC75;Brandenburgische Medienbeteiligungs-GmbH;HRB 50224
39120001AKO0XDC0OU37;Verlagsgesellschaft Madsack GmbH&Co. KG;HRA 23210
39120001RP0K8YESFU43;Secur Grundstücksgesellschaft Wandsbeker Zollstraße mbH;HRB 201903
391200011DRTSIDV2N36;Secur Grundstücksgesellschaft Podbielskistraße mbH;HRB 201973
39120001G59JT0SVBE18;BENEDICTA INTERNATIONAL TRADING GMBH;HRB 106361
39120001WO2DIIK0RF01;Vinnemeier Textil- und Schuhimport GmbH;HRB 6323
39120001XC69NWDF1K03;M + R Multitronik GmbH;HRB 3314
39120001QD3U7W9CIF52;Burg-Wächter KG;HRA 3901
39120001JXLWHZ4VSQ40;W. Jaeniche e. K.;HRA 370202
