LEI;LegalName;BusinessRegisterEntityID
315700TWSZNPEHVGN192;CarTec Group, s.r.o.;25913620
315700TWUILEXLXHYF81;SafeTIC a.s.;27617611
315700TWZ1F4DWD4YJ26;NEGOCIO s.r.o.;27490718
315700TW2R0LN25WOF60;QUITTNER&SCHIMEK s.r.o.;60111461
315700TXNX10N8XH4K00;La Panthera, s.r.o.;45941998
315700TXV0XS6N4KRL14;Delakroa one a.s.;05661986
315700TX4Y39HSV4PV18;Parket koncept s.r.o.;26296306
315700TX42FRLTXF5390;WIXMETAL s.r.o.;28019768
315700TYTDC3ZS6PQY02;LTZ Libštát s.r.o.;27182037
315700TYUKMCYOLURD02;Smile Company, s.r.o.;26454882
315700TY4KF9U2GWCJ43;Perspex Kereskedelmi-és Szolgáltató Korlátolt Felelősségű Társaság;0209067013
315700TY6V4Y09CVXW31;Socialbakers a.s.;29098271
315700TY7ZHVYADDE636;Destina Travel s.r.o.;02545039
315700TZI6V68J7IIX29;Alvey Manex a.s.;26291231
315700TZMCNBFTP6ES19;Nefab Packaging Slovakia, s.r.o.;35896817
315700TZR5UUGYL0OD14;DIPAK s.r.o.;25998196
315700TZWWFJ0TYQG735;SK - MAGNESIA TRADE, s.r.o.;36699071
315700TZW782NI3I6B08;Solar Global Energy a.s.;04715012
315700TZ1LBXJ4D0KV46;Agility Logistics s.r.o.;28189264
315700T0A1I2IKV0W906;Elektro - Riky, s.r.o.;01656244
315700T0FQH18K8KOC83;ECT,s.r.o.;63996405
315700T0KG3TSWB2K135;Platinum Management, s.r.o.;28169328
315700T0NY02LZZ3PQ37;TAŠ-STAPPA beton, spol. s r.o.;25593625
315700T002XFWRIO9248;U1 lighting s.r.o.;29268478
315700T0318QGDB5Z206;Severočeská vodárenská společnost a.s.;49099469
315700T08HK2CF8UJH55;SUNTRAX, s.r.o.;28608941
315700T1IUJPTKWXVB56;HMG s.r.o.;25734008
315700T1L8X4XUH6SB87;CK TOUR SPORT s.r.o.;25597132
315700T1W8WPKM8ZIB81;Crane Capital a.s.;04910141
315700T1X367WJ214K60;GOOS ENGINEERING spol. s r.o.;60754427
315700T11IWJ4S6UKR25;S-FACTORING, faktoring družba d.d.;2319748000
315700T1416OGO1DTH78;ROHDE, spol. s r.o.;46970711
315700T2EEQAPBO0C301;Autoškola PELLA s.r.o.;45021228
315700T2FE5X75S6XX78;OHD agro a.s.;26945304
315700T2KNVF3GX76S78;Fin - stal s.r.o.;26881853
315700T2KWZRNCMC6B42;ENERGY BEES a.s.;24176061
315700T2O6ITIJE2I733;CODA SERV SRL;3063259
315700T2T7L4Q3LDWM26;Solar Hostouň s.r.o.;29069149
315700T2T9GX6N8N3316;Essential Communication s.r.o.;25003135
315700T2X42AIV2AB686;Praha Music Center spol. s r.o.;18626459
315700T23NVGO5XQJF28;FAIR KRMIVA s.r.o.;28110803
315700T24WS56T0IXU68;HP-Pelzer s.r.o.;40524604
315700T3ABZOSWJUHW61;KSK Precise Motion, a.s.;24782947
315700T3HKTI1EZZSB46;Piegon a.s.;26173565
315700T3L9P48X94FV68;BERMAS SA;723636
315700T3SI7XFQMQ2687;P3 Prague D11 HoldCo s.r.o.;02610493
315700T3VMWNVVBE0M79;Olsprey s.r o.;28952669
315700T3WPXF66HML030;SWPF CB s.r.o.;28520769
315700T3ZED7N3ZGJV35;Bodet&Horst mattress ticking Verwaltungs s.r.o.;36269727
315700T31KYJF5PC8843;Money Invest SK, a. s.;45557403
315700T4AXF67TNH5O33;SMO a.s.;42339839
315700T4A42MLRTCSN57;CPI East,s.r.o.;24280046
315700T4HN12MEIYXH59;2VV s.r.o.;62065467
315700T42PDSIR8HIQ17;WOOD-FOREST GROUP a.s.;28779185
315700T48XAY9QU6DX10;STN-ESOX, spol. s r.o.;25171666
315700T5MJ041MYLJH12;DG TACHOV s.r.o.;25244302
315700T5RHLBDIBN2M32;Fa RENE a.s.;15061931
315700T5TX0K3QR2BU41;MANDS International s.r.o.;25586769
315700T5WYDS6Y311R42;Nevoga s.r.o.;00207730
315700T5YBMBE1JTYY41;EICHLERFISH s.r.o.;25935135
315700T50R5TEB7VR357;ALDEM s.r.o.;26926768
315700T54VZ6LDG7I418;CPI Alfa, a.s.;24282111
315700T55NVU7F653O34;Tuffieh Funds Sicav Plc - Tuffieh Wealth Management Fund;PIF 162B
315700T58O7V48SKF089;SNOWTECH s.r.o.;28769601
315700T6CJH4M5WTCW81;BenThor automation s.r.o.;03676234
315700T6DWLKDLJO8X82;KOMERSIA PRAHA, v.o.s.;00196487
315700T6T49EDM16YO01;SVARMETAL s. r. o.;26850036
315700T63YJ4APX3BV70;Energetické centrum s.r.o.;26051818
315700T639DA74NVX373;METRANS /Danubia/, a.s.;36380032
315700T6503TJAEQF657;SUNINVEST SLOVÁCKO s.r.o.;28320492
315700T68AMM60FZJV74;ERA-PACK s.r.o.;46507256
315700T7D1PCVC9MNH80;KRPA FORM, a.s.;27537811
315700T7ETAZV8H2O983;Urgent Curier Post SRL;30707977
315700T7L8WHPIRYY971;Tricolor Systems spol. s r.o.;45479101
315700T7OEIR4CZMTQ71;VÍTKOVICE MECHANIKA a. s.;25871587
315700T7R7CBAJS75O28;Mubea Stabilizer Bar Systems s.r.o.;29283132
315700T71L0NP13LCH92;HALALI, všeobecná pojišťovna,a.s.;60192402
315700T75RI212QEH955;Promens a.s.;25325442
315700T8ENRG9OMHXB64;LEDEX a.s.;28419308
315700T8JFEAPQ2YN539;Real Top s.r.o.;26207320
315700T8L7E2Z6DA1251;Solitaire Real Estate, a.s.;27411109
315700T8SAMIRV3YMV34;TOBACCO TRADING INTERNATIONAL CZECHOSLOVAKIA spol. s r.o.;44264615
315700T8U7IU4W8J3A01;BRINOX INŽENIRING d.o.o.;5673658
315700T867HW77EE7919;PP servis a.s.;25677021
315700T9D4JWX6V8OA27;ekoka s.r.o.;28156749
315700T9LOQMKERSDV21;Fritzmeier s.r.o.;46975730
315700T9L35TQ59TBU15;CORANTI a.s.;26887371
315700T9TAY3TCNHOD85;ADAMIK Company, s.r.o.;26845318
315700T9UWEXHCVLZO10;Arielka s.r.o.;05896215
315700T94M4QG82NHD75;TRUCK TRADE spol. s r. o.;60717602
315700T96QPJ1QJ09Z38;ECOPHARM supply s.r.o.;03201279
315700UAAE8EVH5HE273;EcoPlan 8 s.r.o.;45641102
315700UAE6BXOW9FSX63;JMC Trading s.r.o.;26846802
315700UANIDHZQ2LMD42;ESTRA D.O.O. LJUBLJANA;5460603
315700UAOCLTT5MTDF76;CTPark Bratislava, spol. s r. o.;47251743
315700UAQQJ4G88T8207;ALEVEN Plazy, a.s.;27616886
315700UA09XI7Q2BWS17;Elberry s.r.o.;25952323
315700UA5LH0I1GNL692;KASVO spol. s r.o.;16360885
315700UA6BA6Z89SG485;ČSAD LOGISTIK Ostrava a.s.;25829653
315700UA9BZ4CUACJW70;KOVOKON Popovice s.r.o.;25520971
315700UBA1XHQ8LVIV37;STERKH,s.r.o.;25754220
315700UBEL8R9POOQA19;EG POWER s.r.o.;29212502
315700UBQLOPWFGH5L40;CASPER CONSULTING a.s.;63980401
315700UBSVXCWKFX6O95;BGI Solar s.r.o.;28381581
315700UBS565Q5ATT778;ADEXA, s.r.o.;26015269
315700UBV0V09BZFMO05;SD - Kovo Mladá Boleslav, a.s.;46356428
315700UBZPH09MM2QH65;1. LESNÍ REALITNÍ, s.r.o.;25568264
315700UCH3JCQ1RF1O78;REMERX s.r.o.;25506170
315700UCI4S0JYA6Y960;PIERAN Company s.r.o.;27798232
315700UCSO0U7QYKJV21;KOKINETICS s.r.o.;25189603
315700UCX7CTB0S36I20;OUTLETEXPERT LTD, organizační složka;27759792
315700UCZT8JB2UNGA18;TONIS TRADE SRL;6513110
315700UC0SFX99DEI678;INCENTRUM s.r.o.;25498401
315700UC4V3BDY8RHR55;safemed medical devices s.r.o.;48036595
315700UDAOK2B3OQ8L06;Delso sekanda s.r.o.;03460061
315700UDCW6C23X27190;Ajkai Elektronikai Kft.;1909504941
315700UDPTKUTN3T0928;THERMO STONE d.o.o.;081017615
315700UD30CZ5UHFFW92;SOLID-dlhopisový garantovaný d.f., AEGON, d.s.s., a.s.;2203060016
315700UD5CSL1D2W4A28;KOVINOPLASTIKA LOŽ d.d.;5041058000
315700UD6RH6RL3L2Z63;MAYSVILLE s.r.o.;28464281
315700UD8FLSX1HXYZ37;ESON CZ s.r.o.;26214849
315700UD84K8KD5N7Y93;OSKAR PLAST, s.r.o.;26697211
315700UEGOJ9B4GXQ180;Tower Center International SRL;15811167
315700UEJJ64WILV3B04;PROKOP INVEST, a.s.;26510022
315700UERZG4H2JYJE86;Digitel International s.r.o.;27880346
315700UE1D1NLAOSVU79;AIMTEC a. s.;25201816
315700UE4JX3CMICLD67;ING pojišťovna, a.s.;25703838
315700UFASX4OQOJ3N54;IVAR CS spol. s.r.o.;45276935
315700UFEYZSLRDOPO65;ACTHERM - strojírenství, s.r.o.;25494503
315700UFJRHB6D9UL328;Bernhardt Fashion CZ, s.r.o.;29378184
315700UFNR0G7GMRME16;Power-Cast Ortmann s.r.o.;63076306
315700UFWRENQ455NW50;Fénix 2015 s.r.o.;03200132
315700UGIA12IW20FH31;BUDWEISER Export - Import s.r.o.;62503928
315700UGIL40OXPOS421;VELOX CMS s.r.o.;27249379
315700UGJYIGWOGDPQ40;Dôchodková správcovská spoločnosť Poštovej banky, d.s.s., a.s., STABILITA dlhopisový garantovaný d.f.;2203060007
315700UGLG7U439XXL48;ATH spol. s r. o.;48591416
315700UGS5GQ5UUTKL82;PICCOLLO spol. s r.o.;45310556
315700UGZ0GGVQ3ISR61;VOP GROUP, s.r.o.;25370961
315700UGZ25DR4951710;Český Aeroholding, a.s.;24821993
315700UG0U2CC7L1RK20;AUTOIMPEX spol. s r.o.;44015500
315700UG6WPIVPEN8262;Emco spol. s r. o.;41191129
315700UHIEL8AZ1D4370;Agria, a.s.;60699175
315700UHMWL7E7X3WT06;EGSTON SYSTEM ELECTRONIC, spol. s r.o.;44026480
315700UH0EG1GY98RA78;Bainbridge Czech Republic Ostrava Hyper s.r.o.;27405257
315700UH3UZ1XCETLZ60;Alcomex Spring Works, s.r.o.;25592742
315700UH9H5YAO2XDU82;ŠINDLER'S., s.r.o.;60930501
315700UH9I5ASRD9GJ16;D-Ex Instruments, s.r.o.;28256468
315700UIEZ8YHQLRVT26;Doplnková dôchodková spoločnosť Tatra banky, a.s., Standard life príspevkový d.d.f.;""
315700UIF3Z0ZYT5RD61;EVROmat a.s.;25448455
315700UIPAH8H6NT0L81;KMP Bürotechnik, s.r.o.;48200921
315700UIPFTG8QPH2B74;JMB Lambda, s.r.o.;24241113
315700UJ6N4LGKLNPB00;ARNOR SURGERE s.r.o.;29456495
315700UKZSBFVUISE266;Amsoft, s.r.o.;60778849
315700UKZXWXEO126601;J&J Energy s.r.o.;29186137
315700ULOAV71YS88X16;AGROCROP a. s.;46184341
315700ULQDJCKMPRGW10;HIC&Co. s.r.o.;28536495
315700ULRJ5SPL84LZ61;ATRUCK LOGISTICS, a.s.;25845080
315700UL1K1UYPREBH34;ESET, Psychoterapeutická a psychosomatická klinika, s.r.o.;48585386
315700UMAYCNLQIHM162;COTTON CZ s.r.o.;25194992
315700UMVEQIZR02IE02;AIFM III, s.r.o.;03514871
315700UMXPKEF33JVA75;CAZER s.r.o.;26857219
315700UMY0VFQVAWXU45;EUROCLINICUM a.s.;26730413
315700UNB6Z4V8EKYZ38;Petr Osička s.r.o.;06016014
315700UNDXX11P5HBI09;BUPOSPOL, armaturka Koukol, spol. s r. o.;15771229
315700UNESV7GFSKQP61;Mechanica s.r.o.;02071771
315700UNSU3P9RV3SH80;KOMUTEX, spol. s r.o.;48151688
315700UN3BUK4TWQ1925;VARIEL, a. s.;45148287
315700UN8OBM1WXHDE11;KAMIROS s.r.o.;26913224
315700UOHZI1SF8N0Q93;AZ - Pokorny, s.r.o.;25300849
315700UOUCA0QJ6BOY26;SOLARPARK delta a.s.;29185076
315700UOUU64468E4954;R.D.I. společnost s ručením omezeným;25618733
315700UOVG3TH6RJWZ91;B2B foto s.r.o.;28777441
315700UO2RQG91UGXZ07;PodlahyŠesták s.r.o.;27226531
315700UO33G8W9EXMG73;VISTA car s.r.o.;25331248
315700UPATORJBTTLB39;ADART COMPUTERS s.r.o.;25074547
315700UPLXESM3CT8W85;APIGENEX s.r.o.;64938255
315700UPQB5U6A99AP90;D O S Doubkova obchodní společnost s r.o.;45793093
315700UP08LIOAMXFU61;RUBIDEA CZ s.r.o.;25759698
315700UQB232FF2JBC30;ELMONT GROUP, a.s.;25576119
315700UQFND8RP4FIM92;PiCaSo s.r.o.;28323149
315700UQJUJOZ2RD5H80;FX capital s.r.o.;31688608
315700UQLX6QUFNRX148;Selan a.s.;26069440
315700UQMJELLHVBHG44;PRAGOMETAL MORAVIA s.r.o.;47669624
315700UQOR59WUQC3E44;Nadog CZ s.r.o.;03797244
315700UQUIIHISGD3P93;BONUS obchodní agentura, spol. s r.o.;46682341
315700UQVENPRPM18Z52;GEMEC - UNION a.s.;25916581
315700UQV0C0Q52IM004;SFI Distribution LTD s.r.o.;27775879
315700UQ0Y8A3WOT4N13;ZPV Rožnov, s.r.o.;25367382
315700UQ70PLNWZS8506;VEDI TOURGROUP s.r.o.;26191962
315700URJ6HO1GM8ME17;MICo, spol. s r.o.;49433946
315700URM50XBLQJ4578;Iris Property, s.r.o.;27937810
315700URNEKXUAD3FF28;MORAVIA SPED, s.r.o.;64085783
315700URTC2C5Y5V4Q86;Allianz vyvážený účastnický fond, Allianz penzijní společnost, a. s.;71295399
315700URVKOQQXOOZT85;Full Care s.r.o.;27254011
315700UR4B2YH6A5GQ18;ZASTROVA, a.s.;31699855
315700UR7W9PEXMJCY13;REC Group s.r.o.;25548034
315700USDA7ILM43RC85;APLED s.r.o.;61063274
315700USDGAYXNS3WH11;BOHEMIA ENERGY entity s.r.o.;27386732
315700UTH13WRMY92J76;Valdet s.r.o.;02874393
315700UTQHDWNBJU6Q72;Mubea, spol. s r.o.;62417215
315700UTSET2J59I6N38;Feromix Csaptelepgyártó és Kereskedelmi Kft;0109262608
315700UTX7T44YGUBE09;Technistone, a.s.;25932080
315700UT25NKKVOA9I42;KLACSKA s.r.o.;62967924
315700UT6ZHGA5AZGY70;Mubea Transmission Components s.r.o.;27959015
315700UUG8ME8T3NNN23;WESTech, spol. s r.o.;35796111
315700UUKU6MRPGLOO68;SVS, spol. s r.o.;45280070
315700UUN1D7CBTYU323;U+M Servis s.r.o.;25157540
315700UUQHM7XORKLB73;Real invest house, s.r.o.;36832782
315700UUWQUS7WM4MP21;ALARM ABSOLON, spol. s r.o.;44796391
315700UU1IDOIZF44V73;ELMO a.s.;15528588
315700UU4MPP80NI8Q67;DRANA s.r.o.;25945734
315700UVGTNRTDDIFI56;TRAIS GOLD s.r.o.;28297580
315700UVQWX8VDLU1223;Pekárna Zelená louka, a.s.;41035895
315700UVRN0ERGC02S15;PEGAS - GONDA s.r.o.;48907341
315700UVXUMG0VOCNB27;ANNEXE ENERGY a.s.;28528549
315700UV0ZOKGV73CE37;OBČANSKÝ VĚTRNÝ PARK a.s.;27680363
315700UWD12EIT567K73;PORTA s.r.o.;61498882
315700UWFTG4CRZVUB08;LARM a.s.;46678166
315700UWP6MOJCHCQ327;HAMRIK s.r.o.;27342841
315700UWTH49V8LZ5W16;RT TORAX, s. r. o.;60319305
315700UWU5I6LKCYYF11;GREENGLASS RECYCLING S.A.;31292568
315700UWWZXKPE73M743;Protected Equity 1, o.p.f., IAD Investments, správ. spol., a.s.;QSP0511R01SK
315700UW4ZLKDLUH3P63;WAY MORAVA, s.r.o.;25900218
315700UXAU0NEGUB9813;AGT a. s.;60108673
315700UXBTPFR6TCUQ18;CTP Plzeň I, spol. s r.o.;28136845
315700UXC7IJML6FHT30;ELFRA s. r. o.;46509127
315700UXI9MJ991EKA50;STŘÍDA SPORT s. r. o.;25251741
315700UXLA2Q6AKAX323;PROSPERITA investiční společnost, a. s., speciální OPF KI;71491376
315700UXU8K2YZ183F72;FVE Triangle a.s.;27331547
315700UXWIRVPL7B8E85;Executed Vision Limited;C50668
315700UXWU1VPH2PQW42;Conseq Invest Bond Fund;C25150
315700UXXBHG2FC6SD22;TVAR, výrobní družstvo Klatovy;00028983
315700UX3BZ5547I1204;Město Ivančice;00281859
315700UYFD5GF9R13F01;FENIX CZ s.r.o.;25998978
315700UYKO3QAZ76PU77;NUMERO UNO s.r.o.;63475600
315700UYPAUVKJO0H111;PYROCO, s.r.o.;18621911
315700UYPIVQQRQ4YL49;CASA DE SCHIMB VALUTAR ROCRI SRL;14928330
315700UYTY069PUQDO89;ENERGETIKA TŘINEC, a.s.;47675896
315700UYZQ0ONINI9W26;Accolade CZ XII, s.r.o.,člen koncernu;03569985
315700UY5DV5U1MX0M83;NOVUM, spol. s r.o.;40766951
315700UY6LO4CAQIRJ10;Czekopol s.r.o.;29209811
315700UZK4WDYGP01788;CHEMOTEX Děčín a.s.;62240471
315700UZL1VJU5I6DG32;AudioMaster CZ a.s.;28206649
315700UZQB6CJKGNF773;LOMAX&Co s.r.o.;26903920
315700UZYSO7DVQN2S40;BEZNOSKA, s.r.o.;43774946
315700UZ0ML1AJSRQV07;Szintetika Kft.;0809002364
315700U0GH8ZE9N8SF34;MVV Energie CZ a.s.;49685490
315700U0IE05GCDQ1F23;SOLAR POWER STATION a.s.;28353471
315700U0L7OC22QQZO39;VOP CZ, s.p.;00000493
315700U0PJZF2JQK1Y65;MedPharma, spol. s r.o.;26222752
315700U0ROWRWMX7TH78;NEXTWORK s.r.o.;24285218
315700U1ID4PGPWGDG58;TEMIRÉ s.r.o.;29196779
315700U1NKU98MZNAC83;KaBeDeX spol. s r.o.;45196583
315700U1OU88HI50H622;Bohuňovická sluneční s.r.o.;24659924
315700U2BQTW5JPO1457;Vojenské lesy a statky ČR, s.p.;00000205
315700U2CM06SMB0X073;SPM - Security Paper Mill, a.s.;25143468
315700U2T1A91VKDOF06;KBPB Equity Strategy, otevřený podílový fond IKS KB, a.s.;75160323
315700U21XPWNFZ85S29;Business Advisers s.r.o.;26719533
315700U212A0I4314790;NAREX BYSTŘICE s.r.o.;48950726
315700U3HRJRDDARR655;Futurama Beta s.r.o.;04390440
315700U3JQRRQOY8OO93;SOLARCO Machinery, s.r.o.;02314711
315700U3KNP0VVOEIX37;ECKERLE AUTOMOTIVE SRL;15154407
315700U3R3RZMG1PC240;NP Investments a.s.;27664031
315700U3R9S8G2TICE44;IR THERMIC s.r.o.;27795764
315700U30FKA39MRRZ08;DAVID SERVIS spol. s r.o.;62525000
315700U35DM70FKJRT93;The Prague Concert Co., s.r.o.;64577333
315700U36O1SH5UC8D79;DUEMILA, s.r.o.;26171961
315700U38C7Y6QPGJP31;PROFROST a.s.;27771245
315700U4PQA1SKEPJ462;REXYN, s.r.o.;26268990
315700U4PXGPQ6MYB034;ALL-IMPEX a.s.;45802971
315700U4SSC2R2OA2E84;HEBERLEIN s.r.o.;28037723
315700U4UHIKCZ0JU650;Spojené farmy a.s.;25096630
315700U4YX0NA6ATOJ78;Friall s.r.o.;47217723
315700U41ZCOMQYGXB84;FENIX Protector s.r.o.;02819392
315700U5A0GBQNN8Z122;Fischer Czech s.r.o.;05469309
315700U5DSPTS89WS120;Stil trade s.r.o.;25945785
315700U5FCE49SU88G06;enteria a.s.;27537790
315700U5Q5T5F25Z6447;IMEXPO sport s.r.o.;02896087
315700U5SF05R22R4P39;ČSOB vyvážený účastnický fond ČSOB Penzijní společnosti, a. s., člena skupiny ČSOB;71295551
315700U5U6ZZFVIFNS83;VPS engineering a.s.;47452927
315700U50691V0DGBT18;STAVOKLIMA s.r.o.;60827980
315700U6DCJGHGFLV544;BIDK, s. r. o.;50401823
315700U6M5I95MR8SM21;Nature Power, s.r.o.;44940017
315700U6R535LFQB0X70;RANIDO, s.r.o.;27216331
315700U6VY9K7EDX3U95;Tekro, spol. s r.o.;18628851
315700U6W4L7QD4CYF54;C-Gaz&Energy Distributie SRL;24886568
315700U6278424UUF123;Tatra Asset Management, správ. spol., a.s., DynamicAlpha Fund o.p.f.;0011500081
315700U66YOMNILWL862;BPW, spol. s r.o.;46348085
315700U7KU75NAK6Y124;Meomed, s.r.o.;27786889
315700U7PS5R5TMFMW04;Urban Transporte spol. s r.o.;65276809
315700U7QMWHL88MJK40;ACO Industries Tábor s.r.o.;26033976
315700U70GLCA2YLDZ25;Doplnková dôchodková spoločnosť Tatra banky, a.s., Dôchodkový výplatný d.d.f.;""
315700U74ZCPK2B1OM13;Madal Bal s.r.o.;31380522
315700U8A384595QIR41;QUALITYSOLAR SRL;28897055
315700U8FKQCUMNCF165;Rybárová AGROFARMA s.r.o.;47615591
315700U8PPMILJKEHL34;Kaszaés Társa Kft.;0209068054
315700U823SIKQ8KTC79;LUNA PLAST,a.s.;25546945
315700U84LQ0LINGX125;OLLI spol. s r.o.;47914131
315700U865DWNLZMYZ91;STS Uhlířské Janovice, s.r.o.;49825526
315700U88JO9FQGEVB18;TIRRENA SCAVI SPA ITALIA SUCURSALA CLUJ;10770627
315700U9ABEGLDC3R643;VEBKO, s.r.o.;46883541
315700U9CUGJ1SY1LM52;HELLADA s.r.o.;45791210
315700U9KOZJ14MLJ486;UNICREDIT CONSUMER FINANCING IFN SA;24332910
315700U9QDU6AWK42H16;INTERCOLOR, akciová společnost;45534063
315700U9Q2JK5MRWD862;BONVER WIN, a.s.;25899651
315700U9VT5YSGXAXN40;Minezit SE;01780123
315700U9494LFNGX5H48;MARK DISTRI, spol. s r.o.;61855634
315700U95X3UWC9OB060;Olfin Car Palace s.r.o.;64256928
315700U98AQLK8COD244;NÁBYTEK SERVIS-TRADE a.s.;28223128
315700VACS9J484H0107;HL Agroholding s.r.o.;48103993
315700VADXVGHS6NOO33;Red Bee, spol. s r.o.;25700685
315700VAJBN1NA382O37;Top. Spirit, a.s.;49240137
315700VASEY797IMV969;GSV KERESKEDELMI KFT;0909001341
315700VAYEJNFNC06A18;CHERIS Trad, spol. s r.o.;62740962
315700VAYJ2Z6THWZD37;AT CAR, s.r.o.;25053582
315700VAZN23YG32EM30;ELC GROUP s.r.o.;24248321
315700VA4LB6LK1EC255;INTEBO s.r.o.;02446103
315700VA4ONO1GM87G46;GOTTSCHOL ALCUILUX CZ, spol. s r.o.;25577221
315700VBD0EO3H6Z6209;ALAVES s.r.o.;29139911
315700VBHZV5O7ENYY05;IMMORENT Ostrava I s.r.o.;27386040
315700VBPW13KE0JQO93;Apelby s.r.o.;29143624
315700VBQ4U9AO9KXD96;BIOSTER, a.s.;49970623
315700VBSVR482NKHU68;DUSTMAT s.r.o.;02609096
315700VBW2QLBUFX0F42;APTPOWER, a.s.;27827127
315700VCDI1T2S9X9Z89;HD plus s.r.o.;29099251
315700VCIYYC0I3KKF33;P3 BUCHAREST BETA S.A.;17501618
315700VCPX7ANDZIRI44;MRÁČEK KOVO s.r.o.;27923649
315700VCRARFQM196196;Františkovy Lázně IMPERIAL a.s.;03479757
315700VC1QJ8PTPRFA85;Grotta Azzurra OÜ;14234440
315700VDMTAVEMKER078;SENAL-COM SRL;4158730
315700VDWCFHQC9YI775;STENO CZ s.r.o.;25941020
315700VDZWNQJJUSEZ63;MND Drilling&Services a.s.;25547631
315700VD0M5QABLOM421;LL - Logistics&Development SRL;22705150
315700VD88UEPW0R5S18;BEHEMOTH HOLD, SE;05990963
315700VEGXGNN3Q46D73;Raiffeisen fond alternativní, otevřený podílový fond, Raiffeisen investiční společnost a.s.;71507850
315700VEKFC023SXNS61;Pachtův palác s.r.o.;14889871
315700VERKU6B2WZ0V11;ČSOB Private Banking Largo, ČSOB Asset Management, a. s., investiční společnost, otevřený podílový fond;71508163
315700VET3JAFTU7WH50;ŽLUVA - IMPOEXPO spol. s.r.o.;60468289
315700VEVP8DGCDJHI33;AGROZETČeské Budějovice, a.s.;28113128
315700VE4FHFYDX02445;Global Business s.r.o.;25823396
315700VFBF9GGHRTXA70;DOBROVSKÝ s.r.o.;26432668
315700VFFWLB8Z0MRG61;Doplnková dôchodková spoločnosť Tatra banky, a.s., Comfort life 2020 príspevkový d.d.f.;""
315700VFLHTD5XJOV344;Orfeo Office, s.r.o.;25176269
315700VF4Y9SA5I8HL86;"Brilant, ""družstvo""";18385435
315700VGCD6A6K49KH05;Spálovský, a.s.;25546911
315700VGHODGYZV6AK88;Obalovna Ostrava s.r.o.;28145704
315700VGJ21ZIAKDAP69;R.C.P.R. - Reality, s.r.o.;26946769
31570010000000018428;SPOROINVEST - otevřený podílový fond;71297332
31570010000000018525;FORTEX - AGS, a.s.;00150584
31570010000000018622;SPOROBOND - otevřený podílový fond;71297324
315700VG4VTTBJDX3T05;CANOPUS STAR SRL;14204639
315700VG7PTE9EJJRX01;Conseq Investment Management, a.s.;26442671
315700VHCV9EB03Z7952;Solarity s.r.o.;24162167
315700VHDQZ0YK5T7B66;MetLog s.r.o.;27205487
315700VHLFZD8DE7XM95;LYNX - spoločnosť s ručením obmedzeným Košice;00692069
315700VHRVJBMFY5JR37;FINEXPO, s.r.o.;28603613
315700VHTUR5WR3E5092;Vitalitas pojišťovna, a.s.;25710966
315700VHYQ61Q4SZ4548;Conseq dluhopisový účastnický fond, Conseq penzijní společnost, a. s.;71295411
315700VHZZKTRNIIDC59;Bainbridge Czech RepublicÚstí nad Labem Holding s.r.o.;27405273
315700VH45Q583IECU92;ESA plating s.r.o.;02972247
315700VH7C66TAXNSX20;GEM Bohemia s.r.o.;26127989
315700VICYJ9RK5LQG67;JETHRO s.r.o.;27877990
315700VIDCG6ZC56IQ75;TATRAPONK, spoločnosť s ručením obmedzeným;31736645
315700VIMBRUTIYX5I83;TOKKYO a.s.;24130265
315700VINNDCGP6X0536;Společenství domu čp. 441,442, Ostrava - Slezská Ostrava;27840719
315700VITYR7AL4M9S01;ALWIL Trade, spol. s r.o.;16188641
315700VI9KRLXQTE8T18;SAS Autosystemtechnik s.r.o.;25077830
315700VJART7FL8X8V34;GENNET LETNÁ, s.r.o.;26733986
315700VJGW3Q5FM1VQ70;Vox Group a.s.;28847024
315700VJNXV9MOQ31Y50;BOHEMIA-SEN s.r.o.;25710818
315700VJQLH40DJ5XQ26;Městská část Praha 6;00063703
315700VJR7DV7CJTI827;Hodina Prima s.r.o.;04955056
315700VJYUKQL2S42D77;KRUGEL EXIM, spol. s r.o.;31323731
315700VKA760VK6ASY37;MELICHAR CZ s.r.o.;25948300
315700VKFPAF57970T96;ESB Elektro, a.s.;29283027
315700VKJ5I4KUYANY27;Q8 a.s.;61058513
315700VKRO430ZDO3K19;Metaltrade International s.r.o.;27710157
315700VK24IX481ICC36;THESEA Admin s.r.o.;28176511
315700VK5SN5DJ9EO812;ROSSMANN,spol.s r.o.;61246093
315700VK64MJYG51E288;TECHNOSKLO s.r.o.;46709347
315700VK71MTNLPQVQ70;Steelage Czech Republic s.r.o.;01452126
315700VLXNP0OBTBQL03;ETD TRANSFORMÁTORY a.s.;25137808
315700VL0RBX3S6ZCO37;FIMPED s.r.o.;27196526
315700VL3BJMJOLKPL18;KOVOSLUŽBA OTS a.s.;25103709
315700VL3VDS6KZPC241;VN 42, s.r.o.;02022818
315700VL724LFXEBYS80;DNV Logistics, s.r.o.;36787698
315700VMAJZ9JZTXNQ00;Strojmetal Aluminium Forging, s.r.o.;25037684
315700VMB8QJBI10CO40;Interregal s.r.o.;03285901
315700VMSGJQO2N7MS12;Black falcon s.r.o.;02114135
315700VMSPUY7Y95EX40;R-KONTAKT KARNEVAL s.r.o.;24263818
315700VM5XI1SQAJWX61;OXXO METAL s.r.o.;27618544
315700VM8OQU2EJZ8D19;BOHEMIA BIKE a.s.;63910756
